displacement,from_city,to_city,from_state,to_state,anomaly
0,1005,1005,54,54,0
0,2463,2463,2,2,0
0,508,508,41,41,0
7.736200466,1278,284,31,31,0
0,1495,1495,32,32,0
8.694874138,811,811,2,2,0
0,2545,2545,16,16,0
0,1396,1396,12,12,0
0,1396,1396,12,12,0
0,2014,2014,28,28,0
41.79419707,908,2468,5,5,0
2202.711218,599,1738,31,25,1
1192.423476,1722,2150,48,48,0
0.594476223,164,1429,19,19,0
0,2575,2575,53,53,0
0,1675,1675,54,54,0
363.7440151,941,2779,48,38,0
0,140,140,46,46,0
0,246,246,2,2,0
0,1396,1396,12,12,0
0,540,540,9,9,0
0,1169,1169,52,52,0
0,2180,2180,15,15,0
1521.390938,2268,2268,52,52,1
0,1979,1979,19,19,0
0,1696,1696,0,0,0
0,1102,1102,52,52,0
0,566,566,52,52,0
2439.391239,2622,903,31,31,1
115.0032066,305,1456,48,48,0
0,1979,1979,19,19,0
1031.729939,2196,509,31,52,0
0.210667787,200,200,7,7,0
0,1896,1896,31,31,0
0,1785,1785,48,48,0
551.3191456,260,772,53,17,0
0,1979,1979,19,19,0
0,1396,1396,12,12,0
28.70737524,1857,1355,31,31,0
0,2085,2085,32,32,0
0,1979,1979,19,19,0
0,2635,2635,54,54,0
11.49541573,849,1278,31,31,0
0,1649,1649,9,9,0
0,898,898,5,5,0
0,1909,1909,5,5,0
615.8660773,141,2503,11,6,0
0,914,914,5,5,0
0,1440,1440,28,28,0
0,1909,1909,5,5,0
0,1909,1909,5,5,0
0.482389017,849,849,31,31,0
0,2806,2806,31,31,0
0,1910,1910,21,21,0
119.0991819,2395,154,13,13,0
0,508,508,41,41,0
235.9426023,675,2257,47,47,0
0,774,774,31,31,0
0,2134,2134,7,7,0
0,2384,2384,20,20,0
0,102,102,2,2,0
0,2707,2707,7,7,0
0,1481,1481,7,7,0
0,1839,1839,7,7,0
6.748683704,2480,2480,31,31,0
0,2328,2328,31,31,0
0,1169,1169,52,52,0
0,1640,1640,52,52,0
0,555,555,53,53,0
0,474,474,52,52,0
0,566,566,52,52,0
15.00633899,331,2268,52,52,0
21.47632238,2268,1640,52,52,0
1.438827558,2412,2412,31,31,0
0,1659,1659,54,54,0
0,1145,1145,19,19,0
1.38286134,2779,1840,38,38,0
0,544,544,14,14,0
4.970602133,1005,1005,54,54,0
0,2499,2499,47,47,0
0.233406643,2681,2681,48,48,0
534.7499188,724,747,36,36,0
0,2007,2007,9,9,0
78.36463159,643,1111,42,42,0
643.2779128,1013,898,20,13,0
1.795017168,51,108,31,31,0
774.6593438,2560,227,29,54,0
0,1309,1309,37,37,0
0,1278,1278,31,31,0
0,1306,1306,31,31,0
0,1945,1945,7,7,0
1335.899863,856,2603,16,16,1
0,797,797,46,46,0
0,2136,2136,36,36,0
11.66707865,2158,1221,55,36,0
0,785,785,52,52,0
9.037644073,2234,1166,28,28,0
0,57,57,42,42,0
426.1589046,524,2453,52,52,0
2166.670642,1762,1762,6,6,1
0,218,218,1,1,0
9.163623915,588,1252,31,31,0
0,57,57,42,42,0
0,1278,1278,31,31,0
0,272,272,25,25,0
0,1278,1278,31,31,0
0,480,480,48,48,0
0,1881,1881,47,47,0
8.204765577,1893,1893,47,47,0
0,1407,1407,25,25,0
0,2680,2680,53,53,0
5.003327294,736,747,18,18,0
0,1327,1327,29,29,0
0,1046,1046,32,32,0
0,2644,2644,32,32,0
732.3361853,98,1799,11,18,0
0,1087,1087,53,53,0
0,1769,1769,1,1,0
0,1833,1833,1,1,0
0.179813271,2502,2502,32,32,0
4970.546063,1440,1777,28,48,1
0,2304,2304,14,14,0
1431.269701,1844,1844,31,31,1
5.628476108,2696,1290,31,31,0
1508.482264,1554,1780,25,25,1
0,2190,2190,19,19,0
0,2304,2304,51,51,0
0,1607,1607,46,46,0
0,2530,2530,32,32,0
0,2154,2154,31,31,0
5.469755047,2480,2480,31,31,0
1237.319048,2530,2530,32,32,1
0,1800,1800,31,31,0
11.71515293,246,2698,2,2,0
649.3199764,873,1004,33,33,0
0,1999,1999,54,54,0
0,2013,2013,20,20,0
9.697845279,1089,2528,48,48,0
25.92426846,12,2181,31,31,0
0,2060,2060,35,35,0
0,2031,2031,19,19,0
24.02940641,1762,1762,6,6,0
2654.480471,1697,553,25,25,1
0,2468,2468,5,5,0
2.711529654,2105,2105,31,31,0
0,851,851,46,46,0
0,2136,2136,36,36,0
0,2627,2627,54,54,0
0,1313,1313,54,54,0
0,1703,1703,35,35,0
1.397025681,2154,2154,31,31,0
535.1700391,2525,2525,26,26,0
0,1252,1252,31,31,0
24.78411691,996,2566,32,32,0
993.8324042,2271,1172,42,54,0
0,797,797,46,46,0
6.648613709,1673,2481,52,52,0
1717.589507,2789,119,25,32,1
34.65305844,114,795,54,54,0
1873.686936,1172,2510,54,41,1
9.155682121,1401,2823,53,53,0
31.6802167,1696,576,0,0,0
0,1,1,31,31,0
0,1746,1746,31,31,0
0,1446,1446,9,9,0
1599.640498,427,1495,26,32,1
0,2457,2457,38,38,0
16.45205647,2822,2772,48,48,0
151.364508,1070,1223,32,32,0
1.343061077,396,772,50,17,0
259.9976066,70,1590,11,11,0
0,2510,2510,41,41,0
0,2417,2417,31,31,0
903.0711533,1910,1216,21,21,0
0,899,899,25,25,0
0,1711,1711,32,32,0
0,942,942,16,16,0
39.35535898,1252,1522,31,31,0
0,1979,1979,19,19,0
5.166394274,2566,2566,38,38,0
1212.02897,1227,1081,41,8,1
2.412815794,2654,2654,29,29,0
0,1049,1049,5,5,0
0,1172,1172,54,54,0
0,849,849,31,31,0
0,1481,1481,7,7,0
0,1077,1077,53,53,0
0,2721,2721,2,2,0
0,628,628,46,46,0
7.133291781,873,873,33,33,0
0,1376,1376,19,19,0
0,1513,1513,31,31,0
0,642,642,0,0,0
6.958471907,2502,828,32,32,0
164.8666323,2552,1087,53,53,0
267.9821866,469,2822,7,6,0
184.6279322,1481,1722,7,48,0
0,785,785,52,52,0
0,265,265,52,52,0
0.664855651,863,863,25,25,0
0,572,572,31,31,0
0,2748,2748,32,32,0
0,1440,1440,28,28,0
0,1778,1778,20,20,0
127.0623228,2480,2480,31,31,0
0,1722,1722,48,48,0
1719.555667,595,2789,42,25,1
0,1376,1376,19,19,0
3808.426547,308,1440,32,28,1
1071.604364,1252,887,31,25,0
2.627345176,1274,804,20,20,0
0,2480,2480,31,31,0
2084.059607,1194,508,46,41,1
0,1172,1172,54,54,0
11.65663078,2559,555,53,53,0
3.142779196,2753,2753,48,48,0
1.012515681,1508,1508,29,29,0
0,1640,1640,21,21,0
0,571,571,31,31,0
0.107655089,978,2227,54,54,0
0.752617618,2712,2712,3,3,0
0,2506,2506,50,50,0
525.7503465,1323,910,18,29,0
0,781,781,32,32,0
0,469,469,25,25,0
0,1333,1333,31,31,0
0,1060,1060,21,21,0
35.84436663,194,869,47,47,0
2.168563377,1627,1627,50,50,0
4.969372957,2105,2105,31,31,0
3.716267416,2268,2268,52,52,0
14.08035094,1306,1278,31,31,0
3.999587303,1254,1950,46,46,0
668.1174731,1051,1051,55,55,0
0,1024,1024,31,31,0
1.688713846,1889,1889,14,14,0
0,2105,2105,31,31,0
1.90586373,1373,1373,27,27,0
0,1892,1892,50,50,0
1.254674304,2213,2213,43,43,0
0,1550,1550,54,54,0
69.81680767,1367,910,9,29,0
0,787,787,36,36,0
708.9349167,539,2681,20,48,0
0.320708332,762,762,18,18,0
3.509893265,2605,2605,54,54,0
0,2444,2444,23,23,0
1.862066091,2228,1863,40,40,0
601.5445834,1087,1728,53,37,0
0,2341,2341,37,37,0
0,2444,2444,23,23,0
0,1252,1252,31,31,0
13.85880305,1557,550,32,32,0
0,878,878,54,54,0
0,1773,1773,29,29,0
0,717,717,48,48,0
3.479575196,1396,1396,36,36,0
0,347,347,46,46,0
0,2444,2444,23,23,0
0,1366,1366,25,25,0
0,508,508,41,41,0
0,508,508,41,41,0
0,534,534,18,18,0
0,462,462,38,38,0
0.151097267,2771,2771,41,41,0
0,2763,2763,41,41,0
0,2787,2787,53,53,0
0,2766,2766,41,41,0
0,508,508,41,41,0
0,480,480,30,30,0
464.2221403,1268,910,23,29,0
22.52983999,237,2136,36,36,0
0,2552,2552,7,7,0
75.24113408,2174,342,31,31,0
1.734771245,853,853,36,36,0
0,2170,2170,16,16,0
0,2159,2159,37,37,0
0,1640,1640,52,52,0
3.285757674,2480,2480,31,31,0
0,1474,1474,53,53,0
0,331,331,52,52,0
25.42393342,82,1745,53,53,0
0,522,522,1,1,0
0,2616,2616,32,32,0
0,1024,1024,31,31,0
0.09383362,273,273,5,5,0
0,2644,2644,32,32,0
0,2136,2136,36,36,0
0,2675,2675,41,41,0
0,258,258,51,51,0
0,751,751,48,48,0
0,2415,2415,25,25,0
16.38767074,2105,528,31,31,0
0,1438,1438,8,8,0
0,831,831,29,29,0
2404.160603,298,298,25,25,1
2071.472215,235,1713,31,47,1
3.528186692,2031,2031,19,19,0
464.0856203,2690,233,7,7,0
1223.445108,483,483,16,16,1
0,1989,1989,12,12,0
0,1367,1367,9,9,0
0,2284,2284,20,20,0
2.058869358,1674,1674,29,29,0
0,2180,2180,15,15,0
0,1892,1892,38,38,0
0,2180,2180,15,15,0
0.137222436,2105,2105,31,31,0
94.02385755,1280,1660,31,31,0
0,411,411,54,54,0
0,2675,2675,41,41,0
7.626751032,1129,862,31,31,0
17.57572897,755,1310,39,38,0
0,2180,2180,15,15,0
0,2180,2180,15,15,0
0,2180,2180,15,15,0
0,2180,2180,15,15,0
0,2180,2180,15,15,0
0,1252,1252,31,31,0
0,2530,2530,32,32,0
20.53502146,1024,2308,31,31,0
0,1206,1206,23,23,0
0,90,90,47,47,0
0,2039,2039,7,7,0
0,797,797,46,46,0
0,111,111,45,45,0
20.30347889,119,760,32,32,0
0,733,733,32,32,0
314.436207,1289,1569,32,45,0
0,1579,1579,32,32,0
0.296632969,2822,2822,50,50,0
0,2628,2628,54,54,0
637.4547909,1946,1373,31,8,0
873.2395072,508,1391,41,32,0
0,2583,2583,42,42,0
0,582,582,31,31,0
0,2535,2535,35,35,0
0,1088,1088,32,32,0
23.20666078,335,1518,29,42,0
0,1039,1039,53,53,0
17.03879842,1640,2268,52,52,0
8.686466665,1194,2243,46,16,0
2235.606984,2177,2540,16,44,1
0,1675,1675,54,54,0
2578.525462,2527,582,48,31,1
1906.607848,2631,2631,3,3,1
319.811769,642,642,0,0,0
0,2035,2035,14,14,0
0,971,971,53,53,0
0,2457,2457,38,38,0
0,2763,2763,31,31,0
0,1530,1530,31,31,0
1105.022972,339,249,48,54,0
0,582,582,31,31,0
20.24270873,2644,2644,32,32,0
150.7036375,2490,643,42,42,0
0,2107,2107,38,38,0
0,2402,2402,54,54,0
0,2193,2193,48,48,0
0,1327,1327,29,29,0
0,1411,1411,29,29,0
0,1437,1437,38,38,0
0,2412,2412,31,31,0
0.406705833,2686,2686,41,41,0
1383.011179,54,766,48,9,1
0,2570,2570,31,31,0
0,1087,1087,53,53,0
1320.569728,1627,1441,50,54,1
0,2604,2604,54,54,0
0,1762,1762,31,31,0
35.05724541,1741,2792,7,7,0
0.531564896,1048,1048,28,28,0
1231.339563,1278,550,31,32,1
3.290751592,622,1807,53,53,0
0,647,647,38,38,0
11.7468162,923,1511,37,37,0
217.3876234,1259,1259,36,36,0
611.8110847,1036,453,48,48,0
0,108,108,31,31,0
0,1640,1640,52,52,0
0,1226,1226,4,4,0
0.273052363,1481,1481,7,7,0
0.156328704,1255,1255,18,18,0
0,1579,1579,32,32,0
2587.297314,2662,578,31,31,1
1897.132307,2335,127,9,9,1
0,1902,1902,8,8,0
0,2214,2214,48,48,0
0,2644,2644,32,32,0
944.1768996,691,1087,35,53,0
0,781,781,32,32,0
0,2105,2105,31,31,0
0,4,4,32,32,0
0,2806,2806,31,31,0
13.23201063,2243,2596,16,16,0
105.6410846,852,649,29,29,0
1596.287385,719,2268,16,52,1
835.6432859,791,791,3,3,0
0,2642,2642,31,31,0
0,1418,1418,48,48,0
16.52741277,1229,1221,36,36,0
0,2607,2607,32,32,0
0,1722,1722,48,48,0
0,1062,1062,37,37,0
10.75681134,2271,2172,42,42,0
4299.34939,2120,746,28,9,1
0,1958,1958,54,54,0
0,2806,2806,31,31,0
629.3563486,1713,905,47,47,0
0.837786809,1326,1326,19,19,0
14.69584111,2206,2266,7,7,0
864.2337924,2834,2834,7,7,0
2365.483557,270,2257,31,47,1
0,642,642,11,11,0
153.6054948,128,1722,27,48,0
0,2052,2052,41,41,0
0,1,1,31,31,0
0,1051,1051,18,18,0
0,459,459,23,23,0
11.49267602,22,2435,42,42,0
0.09457514,717,717,48,48,0
2564.451736,715,2611,8,6,1
0,1169,1169,52,52,0
1.652050947,2503,2503,6,6,0
745.5805457,1722,1230,48,4,0
0.05944611,1833,1833,1,1,0
32.19092492,849,610,31,31,0
0.638603656,1087,1087,53,53,0
20.6985879,1398,391,31,31,0
40.62576496,2349,2349,26,26,0
0.115334298,1046,1046,32,32,0
2051.884554,2600,1388,26,51,1
0,840,840,20,20,0
14.45664176,2719,2069,53,53,0
0,2243,2243,16,16,0
303.4438401,1391,923,32,37,0
487.8085665,2052,1678,41,8,0
0,4,4,32,32,0
0,341,341,37,37,0
0,2243,2243,16,16,0
0.141862659,1909,1909,5,5,0
248.4291648,1494,2332,13,53,0
0,654,654,20,20,0
0,823,823,7,7,0
0,1440,1440,28,28,0
0,1005,1005,54,54,0
0,2405,2405,32,32,0
553.2413392,2225,1120,47,54,0
0,372,372,35,35,0
0,582,582,31,31,0
1214.600473,643,1264,42,54,1
0.61534728,2822,2822,48,48,0
7.604255451,2566,2566,32,32,0
0,346,346,42,42,0
700.7274589,1810,274,20,20,0
1.272737941,2610,2610,37,37,0
0,2110,2110,46,46,0
4.778541543,2712,1738,3,25,0
0,1866,1866,14,14,0
1.203555642,298,298,25,25,0
0,2394,2394,2,2,0
0.011509798,2629,2629,50,50,0
0,1278,1278,31,31,0
0.11950962,555,555,53,53,0
391.7615822,2035,2644,14,32,0
0,675,675,47,47,0
10.70531479,810,2102,35,35,0
3.997360086,1254,1950,46,46,0
0,910,910,29,29,0
0,328,328,16,16,0
7.075532063,2105,2622,31,31,0
370.0562719,1323,2050,18,38,0
10.705928,675,1875,47,47,0
0,469,469,7,7,0
93.68345076,2686,2510,41,41,0
0,1630,1630,32,32,0
0.07244657,1734,1734,31,31,0
2.540061506,1968,273,5,5,0
603.2550134,2555,642,31,0,0
28.58267102,1169,2727,52,52,0
675.1325274,2481,331,52,52,0
26.37756182,1441,1675,54,54,0
20.49665567,2604,1747,54,54,0
0,1685,1685,31,31,0
649.1803723,1051,395,47,42,0
0.685113642,1937,1937,31,31,0
8.313239511,2622,528,31,31,0
2.653722359,2291,2291,46,46,0
215.0679424,2644,1579,32,32,0
0,1337,1337,31,31,0
18.80688014,1738,2114,25,3,0
18.50441196,942,1028,16,16,0
2.60782212,1144,1144,7,7,0
3.306226955,853,1470,36,20,0
0,2000,2000,37,37,0
0,188,188,31,31,0
0,2811,2811,42,42,0
0,1323,1323,40,40,0
0,2705,2705,31,31,0
276.1878247,1964,2587,9,20,0
1509.94978,717,550,48,32,1
0,1074,1074,50,50,0
0,2213,2213,42,42,0
41.75878538,804,186,20,20,0
0,2711,2711,41,41,0
588.9336098,37,1640,49,49,0
0,2413,2413,42,42,0
0,1074,1074,50,50,0
928.9251823,1074,2355,50,50,0
1094.613044,1209,344,48,54,0
95.25785357,1745,465,53,53,0
1837.554144,175,175,31,31,1
0,2426,2426,42,42,0
0,2627,2627,54,54,0
2.172860693,2741,2741,48,48,0
15.42596181,1005,2370,54,54,0
0,1782,1782,50,50,0
34.21959307,1441,881,54,54,0
592.2531431,37,277,49,46,0
0,1414,1414,31,31,0
33.54861078,2276,1857,31,31,0
398.6067307,1762,2540,31,44,0
0,653,653,47,47,0
1.423993148,2784,2784,3,3,0
14.42205075,2154,759,31,31,0
0,2286,2286,19,19,0
1.862118572,396,396,50,50,0
14.95247263,2286,1010,19,19,0
5.994116372,581,1888,54,54,0
0,610,610,31,31,0
0,212,212,32,32,0
0,2736,2736,50,50,0
0,1768,1768,49,49,0
0,950,950,19,19,0
0,227,227,54,54,0
0,588,588,31,31,0
0,2410,2410,50,50,0
415.2308956,864,487,29,16,0
4.551691625,759,610,31,31,0
556.5829966,1949,1949,14,14,0
0,1194,1194,46,46,0
0,1306,1306,31,31,0
0,2105,2105,31,31,0
0,1280,1280,31,31,0
0,180,180,19,19,0
481.9164517,372,395,35,42,0
610.5085866,2732,2031,36,19,0
0,816,816,31,31,0
0,1316,1316,49,49,0
0,1958,1958,54,54,0
0,2665,2665,19,19,0
2426.520152,1664,2663,31,31,1
731.0990715,1189,651,20,20,0
1.34420802,512,892,45,45,0
0,2654,2654,29,29,0
7.438033636,2186,16,13,13,0
7.73591509,2627,964,54,54,0
805.1690913,1087,2502,53,32,0
275.5164356,1659,1999,54,54,0
0,341,341,37,37,0
0,1849,1849,53,53,0
193.6332692,2638,1696,0,0,0
0,474,474,52,52,0
983.8642971,298,1129,25,31,0
0,1512,1512,2,2,0
0,2529,2529,16,16,0
9.951925696,1223,2837,32,32,0
0,1278,1278,31,31,0
0,1252,1252,31,31,0
1521.35187,2268,2268,52,52,1
5.869274578,2169,2169,21,21,0
2.135616937,2079,2079,21,21,0
1298.740701,2450,1495,46,32,1
0,1659,1659,54,54,0
4.267377138,2811,2811,42,42,0
0,1134,1134,31,31,0
0,2746,2746,11,11,0
0,1677,1677,48,48,0
0,828,828,32,32,0
1511.163656,1554,1780,25,25,1
37.00127916,2502,1495,32,32,0
0,2604,2604,54,54,0
0,2136,2136,36,36,0
6.483813017,2480,2480,31,31,0
0,542,542,31,31,0
0,2644,2644,32,32,0
0,1705,1705,29,29,0
0,1367,1367,9,9,0
1137.023733,218,1627,1,50,0
0,1965,1965,41,41,0
4.416569431,1278,1278,31,31,0
76.56680333,2033,1051,47,47,0
1.593813491,2383,2383,50,50,0
17.07407749,271,692,25,25,0
132.662757,1754,1471,46,46,0
19.21541301,1128,2422,9,29,0
0.922098461,873,873,47,47,0
0,1087,1087,53,53,0
0,2286,2286,19,19,0
774.1751721,1385,2556,41,3,0
1.593813491,2383,2383,50,50,0
1766.998481,1481,2268,7,52,1
1716.920109,1278,1169,31,53,1
0,2604,2604,54,54,0
7.3989726,1728,1728,37,37,0
1.380266322,2196,2196,31,31,0
0,46,46,53,53,0
849.5319,804,550,20,32,0
1.232879259,582,582,31,31,0
0,2763,2763,41,41,0
1.54905818,550,550,32,32,0
0,2555,2555,31,31,0
0,849,849,31,31,0
0,2229,2229,53,53,0
27.68030858,1201,629,47,47,0
37.7899516,291,2819,42,42,0
0,2038,2038,31,31,0
0.137222436,2105,2105,31,31,0
1543.133129,465,2383,50,50,1
0,1090,1090,54,54,0
1477.707137,1792,872,25,1,1
0,523,523,23,23,0
0,817,817,21,21,0
12.85834938,849,2838,31,31,0
28.91877647,374,374,47,47,0
1496.300414,1173,2540,36,44,1
0,2468,2468,5,5,0
0,1449,1449,45,45,0
0,133,133,53,53,0
0,1999,1999,54,54,0
0,2717,2717,47,47,0
642.765341,573,1765,9,9,0
1242.378052,231,2414,18,18,1
133.0045492,2185,1240,6,6,0
2.741219029,2268,1169,52,52,0
4.421263071,1051,1051,47,47,0
0,341,341,37,37,0
15.81988515,2647,2814,16,16,0
0,1958,1958,54,54,0
8.009942932,2786,1407,25,25,0
0,2084,2084,29,29,0
178.3930647,717,717,48,48,0
809.4998265,2221,2660,11,11,0
2421.48267,2799,1710,31,31,1
0,1958,1958,54,54,0
0,1572,1572,14,14,0
65.89842447,1057,2822,48,48,0
22.65134672,854,2749,13,13,0
8.336712408,2604,1052,54,54,0
0.216188313,898,898,13,13,0
0,963,963,31,31,0
1.895159457,1024,1024,31,31,0
1171.323633,274,2638,38,0,0
1843.550526,1794,88,42,25,1
1004.858862,1880,1910,38,38,0
8.120327441,2604,1296,54,54,0
0,63,63,53,53,0
0,1152,1152,46,46,0
1.167990134,840,840,20,20,0
0,2243,2243,16,16,0
77.88322541,438,456,41,41,0
0.759518879,508,508,41,41,0
0,388,2686,41,41,0
1374.902565,2426,2426,47,47,1
25.10684684,614,1138,52,52,0
8.069427905,4,4,32,32,0
56.28100846,628,1754,46,46,0
41.05621216,550,1739,32,32,0
223.2121613,980,2638,32,0,0
0,1685,1685,31,31,0
0,2629,2629,50,50,0
80.39206008,1564,1424,33,19,0
1470.74525,1846,227,4,54,1
0,1172,1172,54,54,0
0,1493,1493,31,31,0
0,2537,2537,18,18,0
0,1759,1759,7,7,0
0,1274,1274,20,20,0
0,1051,1051,47,47,0
841.317687,1104,2233,48,48,0
0,2811,2811,42,42,0
12.44620754,2596,2243,16,16,0
0,1278,1278,31,31,0
0,2468,2468,5,5,0
0,1278,1278,31,31,0
138.7646607,104,2622,31,31,0
0,2383,2383,16,16,0
1719.07851,372,298,35,25,1
0,1728,1728,37,37,0
0,2628,2628,54,54,0
0,2468,2468,5,5,0
696.3870136,2352,617,30,29,0
0,48,48,20,20,0
1937.438733,1006,435,20,20,1
0,1893,1893,47,47,0
108.924668,1473,933,16,16,0
5.549836399,2318,1425,32,32,0
36.99735232,1252,2636,31,31,0
0,1213,1213,38,38,0
0.038203078,911,911,7,7,0
0.135739047,2123,2123,31,31,0
0,1733,1733,31,31,0
511.8189907,1059,1875,54,47,0
0,2709,2709,31,31,0
2689.596409,2712,2712,3,3,1
30.45754801,413,1634,16,16,0
0,1267,1267,44,44,0
0,1525,1525,7,7,0
0.946589152,317,317,43,43,0
0,178,178,54,54,0
2289.684587,834,872,38,1,1
0,4,4,32,32,0
1122.523621,2644,1327,32,29,0
5.557146825,2712,2712,3,3,0
0,1096,1096,46,46,0
0,2811,2811,42,42,0
0,1405,1405,38,38,0
0,849,849,31,31,0
1.044221441,1890,1316,49,49,0
10.27021057,1002,628,46,46,0
173.155043,8,1796,48,7,0
0,1513,1513,31,31,0
3.281512754,227,227,54,54,0
0,2811,2811,42,42,0
0,1495,1495,32,32,0
985.5121075,1087,1958,53,54,0
0,612,612,32,32,0
0,1018,1018,52,52,0
1422.284411,445,1149,19,33,1
625.0201111,1005,1999,54,20,0
2.486101876,292,292,47,47,0
0,2627,2627,54,54,0
0.971907389,834,834,38,38,0
0,1089,1089,48,48,0
99.15703876,2651,755,38,39,0
10.15406185,2527,717,48,48,0
0,1591,1591,26,26,0
14.54722343,2068,2524,16,16,0
0,2194,2194,26,26,0
0,877,877,31,31,0
485.9956772,2735,2712,3,3,0
0,1087,1087,53,53,0
0,1674,1674,29,29,0
0,2298,2298,38,38,0
0,717,717,48,48,0
0,1049,1049,5,5,0
0,1087,1087,53,53,0
0,2080,2080,32,32,0
117.7280613,2078,1401,53,53,0
0,2420,2420,49,49,0
0,2644,2644,32,32,0
9.871052292,701,1313,54,54,0
0,2569,2569,47,47,0
0,1087,1087,53,53,0
5.355207873,2712,2712,3,3,0
0,385,385,54,54,0
0,1512,1512,2,2,0
1484.925886,1052,1052,54,54,1
0,1481,1481,7,7,0
0,1722,1722,48,48,0
140.7594921,2031,1265,19,46,0
1878.939775,1152,2022,46,1,1
0,1086,1086,32,32,0
2203.938786,164,108,19,31,1
558.897236,227,2235,54,38,0
0,331,331,31,31,0
36.01991694,2667,736,18,18,0
41.90655092,87,2527,16,48,0
1204.997692,2811,2375,42,32,1
8.147403648,582,40,31,31,0
2326.075913,657,1278,54,31,1
0,1495,1495,32,32,0
2006.330097,1716,926,31,15,1
954.9303086,989,2286,21,19,0
0,148,148,29,29,0
3.135042891,2290,2290,47,47,0
364.6984496,1018,356,52,30,0
0,2243,2243,16,16,0
0,1018,1018,52,52,0
0,2540,2540,44,44,0
717.3251276,1909,441,5,46,0
357.4518932,1481,2031,7,19,0
111.4258376,587,637,25,25,0
0,1893,1893,47,47,0
820.3614471,1865,1481,9,7,0
6.814755316,2566,1405,38,38,0
65.55460256,2216,2105,31,31,0
2435.499524,2501,189,16,16,1
14.49102748,460,2827,49,53,0
939.6785522,1792,1733,25,31,0
1236.742409,1979,1122,19,32,1
0,1252,1252,31,31,0
0,1323,1323,18,18,0
0,1796,1796,7,7,0
0,2105,2105,31,31,0
0,2644,2644,32,32,0
0.217837749,1087,1087,53,53,0
316.3681584,2779,1152,38,46,0
0,1526,1526,43,43,0
0,2457,2457,38,38,0
12.63159698,2419,2419,49,49,0
33.10087369,88,377,31,31,0
0,1336,1336,20,20,0
307.2627084,149,1901,53,36,0
1555.868035,433,515,19,2,1
0,2779,2779,38,38,0
0.237843564,1728,1728,37,37,0
0,2235,2235,38,38,0
1833.521691,2073,2566,51,38,1
0,2146,2146,32,32,0
100.9357288,923,1728,37,37,0
458.4791175,2301,677,47,29,0
0,1565,1565,53,53,0
15.83249717,2454,1401,53,53,0
0,379,379,33,33,0
22.34092996,331,434,52,52,0
0.684493389,2482,2482,38,38,0
9.041634914,923,923,37,37,0
11.6693986,1722,717,48,48,0
0,550,550,32,32,0
117.0926433,1236,1722,48,48,0
0,101,101,5,5,0
146.0332765,1710,2561,31,31,0
0,1323,1323,40,40,0
2.162331972,2561,2561,31,31,0
30.50501186,2527,1011,48,16,0
53.63187945,1278,2622,31,31,0
0,58,58,47,47,0
774.1808675,1484,2457,13,38,0
0.019178816,2295,2295,7,7,0
0,2679,2679,3,3,0
0,2733,2733,31,31,0
0,2540,2540,44,44,0
4.887622215,1051,1051,18,18,0
314.9019605,2290,563,47,40,0
162.2205695,1133,1133,29,29,0
0.048196601,550,550,32,32,0
0,2351,2351,53,53,0
3.747989385,2686,2686,41,41,0
1712.664283,107,2854,42,42,1
0,2537,2537,42,42,0
0,2590,2590,32,32,0
28.09368908,1364,1290,46,46,0
152.1282759,2149,379,48,16,0
1224.253733,1278,1716,31,31,1
682.3898444,298,582,25,31,0
2155.752803,2197,1923,41,19,1
1.506293608,2447,2447,29,29,0
0,902,902,3,3,0
0,1939,1939,44,44,0
2453.05157,12,377,31,31,1
0,1284,1284,29,29,0
0,1158,1158,35,35,0
0.481726602,1820,2666,31,31,0
0.062312255,1235,1235,53,53,0
0,1481,1481,7,7,0
0,544,544,14,14,0
2.02696664,396,396,50,50,0
0,1893,1893,47,47,0
0,1572,1572,14,14,0
0,987,987,35,35,0
293.6471174,227,1747,54,54,0
44.71264864,65,1080,32,32,0
109.2264366,595,2743,42,42,0
0,636,636,31,31,0
0.050664866,1572,1572,14,14,0
2461.283459,426,321,48,31,1
1437.956867,560,45,53,53,1
67.99465729,2447,626,49,49,0
0,1656,1656,48,48,0
0,747,747,19,19,0
0,2816,2816,50,50,0
3.335121078,2105,2105,31,31,0
0,2402,2402,54,54,0
1.529085974,384,1031,50,50,0
940.0595899,2439,1305,50,19,0
16.91286644,1194,2056,46,46,0
453.4986792,40,1252,31,31,0
1438.019129,2479,1891,54,42,1
0,1773,2422,29,29,0
0,372,372,35,35,0
2349.802364,2712,1879,3,19,1
0,1597,1597,31,31,0
0,2361,2361,31,31,0
0,444,444,2,2,0
1419.568406,2697,2146,11,32,1
1686.366431,104,104,31,31,1
0.059102785,1011,1011,16,16,0
0,2243,2243,16,16,0
675.6935437,898,1902,13,5,0
0,316,316,20,20,0
0,2604,2604,54,54,0
0,2811,2811,42,42,0
0,759,759,31,31,0
0,2379,2379,42,42,0
30.83668042,804,1991,20,20,0
0,1333,1333,31,31,0
0,1281,1281,54,54,0
5.494798865,298,298,25,25,0
0,1103,1103,21,21,0
408.0801983,398,1488,26,26,0
297.1762709,2194,1140,26,26,0
0,2142,2142,32,32,0
0,2665,2665,19,19,0
0,1630,1630,32,32,0
0,1729,1729,42,42,0
0,2822,2822,48,48,0
217.2722532,372,746,35,9,0
0,2644,2644,32,32,0
1.715595853,1893,1893,47,47,0
0,1721,1721,42,42,0
